distrcit_id,subcounty_id,district,subcounty,crop,acres,quantity_in_tonns_or_banches_or_boxes_or_numbers,number_of_households_sampled,year,,"note: quantity for tomatoes is boxes and qunatity for bananas is bunches, coffee and sugar are in tonns the rest are in numbers",,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Ground Nuts,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Soy Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Pawpaws, 125.00 ," 281,250.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Tomatoes, 45.00 ," 2,025.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Water Melon, 35.00 , 147.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Mangoes,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Oranges,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Coffee, 339.00 , 763.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Banana," 6,861.00 ", 61.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Sugarcane,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Pineapples, 25.00 , 250.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Maize,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Cassava,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Sweet Potato,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Rice,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Ground Nuts,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Soy Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Pawpaws, 25.00 ," 56,250.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Tomatoes, 10.00 , 450.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Water Melon, 10.00 , 42.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Mangoes,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Oranges,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Coffee," 4,786.00 "," 10,768.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Banana," 2,127.00 "," 1,914.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Sugarcane," 2,241.00 ", 90.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Pineapples, 206.00 ," 2,060.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Maize,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Cassava,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Sweet Potato,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Rice,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Ground Nuts,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Soy Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Pawpaws, 85.00 ," 191,250.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Tomatoes, 65.00 ," 2,925.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Water Melon, 60.00 , 252.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Mangoes,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Oranges,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Coffee," 5,585.00 "," 12,566.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Banana," 11,171.00 "," 10,054.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Sugarcane," 1,743.00 ", 70.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Pineapples," 1,500.00 "," 15,000.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Maize,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Cassava,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Sweet Potato,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Rice,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Ground Nuts,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Soy Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Pawpaws, 541.00 ," 1,217,250.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Tomatoes, 80.00 ," 3,600.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Water Melon, 30.00 , 126.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Mangoes,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Oranges,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Coffee," 5,945.00 "," 13,376.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Banana," 14,267.00 "," 12,840.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Sugarcane, 420.00 , 17.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Pineapples," 1,800.00 "," 18,000.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Maize,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Cassava,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Sweet Potato,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Rice,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Ground Nuts,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Soy Beans,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Pawpaws, 255.00 ," 573,750.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Tomatoes, 100.00 ," 4,500.00 ",,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Water Melon, 35.00 , 147.00 ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Mangoes,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Oranges,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Coffee, 5.00 , 2.20 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Banana, 5.00 , 2.20 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Sugarcane," 2,800.00 ", 112.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Pineapples, 5.00 , 50.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Maize,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Cassava,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Sweet Potato,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Rice,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Ground Nuts,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Soy Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Pawpaws,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Tomatoes, 5.00 , 225.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Water Melon, 70.00 , 294.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Mangoes,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s101,Kayunga,Galiraya,Oranges,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Coffee, 12.00 , 5.30 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Banana, 12.00 , 5.30 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Sugarcane," 4,295.00 ", 172.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Pineapples, 12.00 , 120.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Maize,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Cassava,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Sweet Potato,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Rice,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Ground Nuts,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Soy Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Pawpaws,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Tomatoes, 12.00 , 540.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Water Melon, 60.00 , 252.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Mangoes,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s102,Kayunga,Bbaale,Oranges,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Coffee," 2,050.00 ", 9.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Banana," 2,050.00 "," 9,020.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Sugarcane," 2,465.00 ", 99.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Pineapples, 205.00 ," 2,050.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Maize,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Cassava,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Sweet Potato,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Rice,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Ground Nuts,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Soy Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Pawpaws, 10.00 , 900.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Tomatoes, 150.00 ," 6,750.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Water Melon, 85.00 , 357.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Mangoes,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s103,Kayunga,Kayonza,Oranges,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Coffee," 1,750.00 ", 7.70 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Banana," 1,750.00 "," 7,700.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Sugarcane, 90.00 , 4.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Pineapples, 150.00 ," 1,500.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Maize,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Cassava,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Sweet Potato,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Rice,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Ground Nuts,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Soy Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Pawpaws, 20.00 ," 1,800.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Tomatoes, 80.00 ," 3,600.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Water Melon, 60.00 , 252.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Mangoes,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s104,Kayunga,Kitimbwa,Oranges,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Coffee," 1,800.00 ", 7.92 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Banana," 1,800.00 "," 7,920.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Sugarcane, 370.00 , 15.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Pineapples, 180.00 ," 1,800.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Maize,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Cassava,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Sweet Potato,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Rice,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Ground Nuts,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Soy Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Pawpaws, 85.00 ," 7,650.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Tomatoes, 40.00 ," 1,800.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Water Melon, 25.00 , 105.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Mangoes,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s108,Kayunga,Kayunga,Oranges,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Coffee, 295.00 , 1.30 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Banana, 295.00 ," 1,300.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Sugarcane,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Pineapples, 29.00 , 290.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Maize,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Cassava,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Sweet Potato,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Rice,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Ground Nuts,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Soy Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Pawpaws, 15.00 ," 1,350.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Tomatoes, 5.00 , 225.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Water Melon, 8.00 , 33.60 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Mangoes,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s109,Kayunga,Kayunga Town Council,Oranges,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Coffee," 2,061.00 ", 9.10 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Banana," 2,061.00 "," 9,072.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Sugarcane," 1,680.00 ", 67.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Pineapples, 175.00 ," 1,750.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Maize,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Cassava,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Sweet Potato,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Rice,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Ground Nuts,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Soy Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Pawpaws, 45.00 ," 4,050.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Tomatoes, 50.00 ," 2,250.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Water Melon, 40.00 , 168.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Mangoes,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s105,Kayunga,Busaana,Oranges,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Coffee," 1,837.00 ", 8.10 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Banana," 1,837.00 "," 8,082.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Sugarcane," 1,300.00 ", 52.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Pineapples," 1,200.00 "," 12,000.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Maize,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Cassava,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Sweet Potato,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Rice,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Ground Nuts,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Soy Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Pawpaws, 450.00 ," 40,500.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Tomatoes, 65.00 ," 2,925.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Water Melon, 20.00 , 84.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Mangoes,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s106,Kayunga,Nazigo,Oranges,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Coffee," 1,613.00 ", 7.10 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Banana," 1,613.00 "," 7,100.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Sugarcane, 320.00 , 13.00 ,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Pineapples," 1,500.00 "," 15,000.00 ",,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Maize,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Cassava,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Sweet Potato,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Rice,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d102,s107,Kayunga,Kangulumira,Beans,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
